id;Type of study;Gender;Age;Study Year;Finance;Housing;Sport;Age of first glass;Age drunk for the first time;have you ever drink alcool;Which kind of alcool do you drink most often;Frequency;When you drink, how many glasses;how often;when: family events;when:students party;when:bar-disco;when:home;when:sport or culture events;when:outside(beach, etc…);withwho:Alone;withwho:friends;withwho:family;why:fun pleasure;why:todo like everybody;why:for the effects;why:to get confidence;why:because i need it;due to alcool: Have you ever forgotten a part of your party;due to alcool: fallen, vomit, ethylic coma ;due to alcool: have non-protected sexual intercourse;due to alcool: being harrassed or stolen;due to alcool: have a car accident;after having drink: drive a car;due to alcool:been admitted to an ER;Do you agree: One cannot get drunk with cider;Do you agree: Drinking Champagne is safe;Do you agree: No danger in being drunk once a week;Do you agree: we have more fun without alcool;Study level;Frequency of being drunk;Frequency Alcool consumption;origin
432;Human sciences;Male;20;3;Average;Appartement seul;No;15;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;0;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
433;Social Sciences;Female;20;3;Average;Colocation;Yes;14;15;Yes;Vin;2 a 4 fois par mois;1;;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;Licence;;4/month or -;Bretagne
434;Human sciences;Female;27;3;Average;Appartement en couple;No;16;16;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
435;Foreign languages;Male;22;2;Good;Domicile parental;Yes;17;17;Yes;Vin;2 a 4 fois par mois;3;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;ne se proNoce pas;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
436;Human sciences;Female;20;3;Good;Appartement seul;No;14;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
437;Foreign languages;Female;18;1;Good;Appartement seul;No;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Licence;;;France not Brittany
438;Arts and communication;Male;21;4;Average;Colocation;No;12;15;Yes;Biere;2 a 3 fois par semaine;8;2 a 4 fois par mois;No;No;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;ne se proNoce pas;Master;15 days or +;2/week or +;France hors Bretagne
439;Arts and communication;Male;19;1;Good;Appartement seul;Yes;14;16;Yes;Vin;2 a 3 fois par semaine;2;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;Licence;once a month or -;2/week or +;Bretagne
440;Medical school;Male;18;1;Good;Domicile parental;Yes;16;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
441;Medical school;Female;19;1;Good;Domicile parental;No;13;14;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
442;Medical school;Female;18;1;Good;Domicile parental;No;10;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;1;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
443;Medical school;Female;18;1;Good;;Yes;14;17;Yes;Cidre;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
444;Medical school;Male;19;1;Good;Appartement seul;Yes;15;15;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
445;Medical school;Male;25;6;Average;Colocation;No;12;15;Yes;Biere;2 a 4 fois par mois;4;1 fois par month or moins;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Doctorat;once a month or -;4/month or -;Bretagne
446;Medical school;Male;18;1;Good;Domicile parental;Yes;13;15;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
447;Medical school;Female;19;1;Good;Domicile parental;Yes;16;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
448;Pharmacy;Male;21;3;Good;Domicile parental;Yes;14;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;3;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
449;Medical school;Female;18;1;Good;Domicile parental;Yes;15;;Yes;Cidre;1 fois par month or moins;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
450;Pharmacy;Male;23;5;Good;Domicile parental;Yes;13;15;Yes;Vin;2 a 3 fois par semaine;20;2 a 3 fois par semaine;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Master;15 days or +;2/week or +;Bretagne
451;Medical school;Female;20;4;Good;Colocation;Yes;13;17;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
452;Pharmacy;Female;22;5;Average;Appartement en couple;Yes;18;18;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;Bretagne
453;Medical school;Male;19;2;Good;Domicile parental;Yes;15;19;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 time per month or less;1;1 time per month or less;No;Yes;Yes;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Brittany
454;Medical school;Male;19;2;Good;Domicile parental;Yes;13;16;Yes;Biere;1 fois par month or moins;1;1 fois par month or moins;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
455;Medical school;Male;19;2;Average;Cite Universitaire;No;10;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;8;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
456;Pharmacy;Female;20;2;Average;Colocation;No;10;15;Yes;Biere;2 a 3 fois par semaine;7;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
457;Medical school;Female;21;3;Average;Appartement seul;Yes;15;15;Yes;Biere;2 a 4 fois par mois;1;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
458;Medical school;Male;20;2;Good;Colocation;No;13;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
459;Medical school;Male;21;3;Good;Appartement seul;No;13;14;Yes;Cidre;Au moins 4 fois par semaine;12;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;2/week or +;France hors Bretagne
460;Medical school;Male;22;3;Good;Domicile parental;Yes;6;12;Yes;Biere;2 a 3 fois par semaine;40;2 a 3 fois par semaine;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;Licence;15 days or +;2/week or +;Bretagne
461;Medical school;Male;21;3;Good;Appartement seul;Yes;14;17;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
462;Pharmacy;Male;24;3;Bad;Domicile parental;Yes;15;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);Au moins 4 fois par semaine;15;2 a 3 fois par semaine;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
463;Medical school;Female;18;1;Good;Domicile parental;No;10;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
464;Medical school;Male;21;3;Good;Domicile parental;Yes;12;14;Yes;Biere;2 a 4 fois par mois;5;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
465;Medical school;Male;24;5;Good;Appartement seul;Yes;14;15;Yes;Vin;2 a 4 fois par mois;8;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
466;Pharmacy;Female;20;2;Good;Colocation;Yes;10;14;Yes;Biere;2 a 4 fois par mois;6;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
467;Pharmacy;Female;21;2;Good;Foyer;Yes;15;19;Yes;Vin;2 a 3 fois par semaine;30;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;Yes;Licence;15 days or +;2/week or +;France hors Bretagne
468;Pharmacy;Male;19;2;Good;Appartement seul;Yes;14;16;Yes;Vin;2 a 4 fois par mois;1;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
469;Pharmacy;Male;20;2;Good;Colocation;Yes;12;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;22;2 a 3 fois par semaine;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
470;Pharmacy;Female;20;3;Good;Appartement seul;No;13;16;Yes;Biere;2 a 3 fois par semaine;20;2 a 3 fois par semaine;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;No;Licence;15 days or +;2/week or +;Bretagne
471;Medical school;Male;25;5;Good;Appartement seul;Yes;11;13;Yes;Biere;2 a 4 fois par mois;12;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;Master;15 days or +;4/month or -;Bretagne
472;Foreign languages;Female;18;1;Good;Cite Universitaire;No;15;17;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
473;Human sciences;Female;18;1;Average;Cite Universitaire;Yes;10;12;Yes;Vin;2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
474;Sport;Female;18;1;Good;;Yes;15;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
475;Arts and communication;Female;21;3;Good;Cite Universitaire;No;14;15;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Licence;once a month or -;4/month or -;France hors Bretagne
476;Foreign languages;Female;19;1;Good;Appartement seul;Yes;15;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;3;2 a 4 fois par mois;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
477;Arts and communication;Male;20;3;Good;Colocation;Yes;15;15;Yes;Beer;2 to 3 times per week;10;1 time per month or less;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No;Licence;once a month or -;2/week or +;France not Brittany
478;Social Sciences;Male;22;4;Good;Domicile parental;Yes;15;16;Yes;Biere;2 a 3 fois par semaine;7;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Master;15 days or +;2/week or +;Bretagne
479;Medical school;Female;21;3;Average;Colocation;Yes;16;16;Yes;Vin;2 a 4 fois par mois;6;1 fois par month or moins;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
480;Arts and communication;Female;18;1;Good;Colocation;Yes;17;;Yes;Vin;2 a 3 fois par semaine;2;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;2/week or +;France hors Bretagne
481;Social Sciences;Male;21;4;Good;Domicile parental;No;16;;Yes;Biere;2 a 4 fois par mois;2;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;Bretagne
482;Arts and communication;Female;21;2;Good;Colocation;Yes;14;16;Yes;Biere;2 a 3 fois par semaine;25;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
483;Foreign languages;Female;19;1;Average;Appartement seul;Yes;14;18;Yes;Champagne;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
484;Sport;Male;19;1;Good;Domicile parental;Yes;16;16;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
485;Human sciences;Male;20;3;Bad;Appartement seul;No;15;15;Yes;Biere;2 a 4 fois par mois;15;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
486;Social Sciences;Female;23;2;Good;Domicile parental;Yes;14;15;Yes;Vin;2 a 4 fois par mois;2;2 a 4 fois par mois;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
487;Human sciences;Female;21;4;Average;Appartement seul;Yes;13;14;Yes;Vin;2 a 4 fois par mois;1;2 a 4 fois par mois;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;ne se proNoce pas;Master;15 days or +;4/month or -;France hors Bretagne
488;Autre;Male;24;4;Bad;Cite Universitaire;Yes;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;ne se proNoce pas;Yes;No;Yes;Master;;;Etranger
489;Arts and communication;Male;20;1;Good;Domicile parental;Yes;17;17;Yes;Beer;2 to 4 times per month;0;1 time per month or less;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Brittany
490;Autre;Female;19;3;Good;Domicile parental;No;15;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Licence;;;Bretagne
491;Foreign languages;Female;19;1;Good;Cite Universitaire;Yes;17;17;Yes;Biere;2 a 4 fois par mois;0;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
492;Arts and communication;Female;19;2;Average;Colocation;Yes;7;15;Yes;Vin;2 a 4 fois par mois;3;1 fois par month or moins;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;France hors Bretagne
493;Social Sciences;Male;20;3;Good;Appartement seul;No;15;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;2;1 fois par month or moins;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;Licence;once a month or -;4/month or -;France hors Bretagne
494;Arts and communication;Male;18;1;Average;Cite Universitaire;Yes;14;14;Yes;Biere;2 a 3 fois par semaine;3;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Licence;once a month or -;2/week or +;France hors Bretagne
495;Foreign languages;Male;23;3;Good;Colocation;Yes;10;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;10;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;Licence;once a month or -;2/week or +;Etranger
496;Social Sciences;Female;23;2;Good;Domicile parental;No;12;15;Yes;Wine;2 to 4 times per month;6;2 to 4 times per month;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Brittany
497;Foreign languages;Male;25;1;Good;Colocation;Yes;16;19;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;Yes;No;No;No;;;;;;;;;;;;Licence;once a month or -;4/month or -;Etranger
498;Medical school;Female;22;4;Good;Domicile parental;No;17;;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Master;once a month or -;4/month or -;Bretagne
499;Medical school;Female;24;6;Good;Appartement seul;Yes;2;2;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;Doctorat;once a month or -;4/month or -;Bretagne
500;Social Sciences;Female;23;4;Average;Appartement seul;Yes;17;18;Yes;Vin;1 fois par month or moins;2;1 fois par month or moins;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;Yes;Yes;No;No;No;No;No;Yes;Master;once a month or -;4/month or -;Bretagne
501;Arts and communication;Female;24;5;Good;Appartement seul;Yes;17;17;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;;;;;;;;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
502;Arts and communication;Female;23;4;Average;Colocation;Yes;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Master;;;France hors Bretagne
503;Arts and communication;Female;21;3;Good;Appartement en couple;No;14;16;Yes;Vin;2 a 4 fois par mois;4;1 fois par month or moins;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
504;Arts and communication;Male;20;3;Average;Appartement seul;No;12;13;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
505;Arts and communication;Female;19;2;Good;Domicile parental;No;12;15;Yes;Biere;2 a 4 fois par mois;1;2 a 4 fois par mois;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;Licence;15 days or +;4/month or -;Bretagne
506;Human sciences;Female;23;4;Bad;Appartement seul;No;19;20;Yes;Beer;2 to 4 times per month;0;1 time per month or less;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;No;;No;No;Yes;Master;once a month or -;4/month or -;France not Brittany
507;Human sciences;Female;21;3;Average;Colocation;Yes;16;17;Yes;Biere;2 a 4 fois par mois;3;2 a 4 fois par mois;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
508;Medical school;Male;18;1;Good;Domicile parental;No;14;16;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;0;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;Licence;once a month or -;4/month or -;Bretagne
509;Human sciences;Male;23;4;Average;Colocation;Yes;13;14;Yes;Biere;2 a 3 fois par semaine;5;2 a 4 fois par mois;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;Master;15 days or +;2/week or +;France hors Bretagne
510;Foreign languages;;18;1;Good;Domicile parental;No;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Licence;;;Bretagne
511;Sport;Male;22;3;Good;Appartement seul;Yes;16;16;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
512;Human sciences;Male;19;1;Good;Cite Universitaire;Yes;14;14;Yes;Biere;2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Licence;15 days or +;4/month or -;Bretagne
513;Arts and communication;Female;20;3;Good;Cite Universitaire;Yes;17;19;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
514;Social Sciences;Female;24;4;Good;Appartement en couple;Yes;20;;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;Bretagne
515;Odontology;Female;19;2;Good;Foyer;Yes;12;15;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
516;Medical school;Female;23;4;Good;Colocation;Yes;14;15;Yes;Biere;2 a 3 fois par semaine;4;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;Master;15 days or +;2/week or +;Bretagne
517;Foreign languages;Female;21;3;Good;Appartement seul;No;14;16;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;5;2 a 4 fois par mois;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
518;Arts and communication;Female;21;3;Good;Colocation;No;16;16;Yes;Vin;2 a 3 fois par semaine;20;2 a 3 fois par semaine;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Licence;15 days or +;2/week or +;France hors Bretagne
519;Human sciences;Female;20;2;Average;Domicile parental;Yes;14;16;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
